timestamp,value_CVS,value_CRM,value_GOOG,value_UPS,value_IBM,value_AMZN,value_KO,value_FB,value_AAPL,value_PFE
2015-03-11 12:02:53,0,2,19.0,1,6,48.0,2.0,15.0,84,2
2015-03-11 12:07:53,0,1,22.0,2,1,56.0,6.0,17.0,113,0
2015-03-11 12:12:53,0,1,23.0,4,1,43.0,5.0,16.0,65,0
2015-03-11 12:17:53,0,2,22.0,4,3,58.0,6.0,11.0,52,0
2015-03-11 12:22:53,0,1,14.0,0,2,63.0,7.0,20.0,54,0
2015-03-11 12:27:53,0,2,35.0,2,11,65.0,2.0,14.0,73,1
2015-03-11 12:32:53,0,7,21.0,0,6,50.0,7.0,13.0,71,1
2015-03-11 12:37:53,0,3,22.0,2,5,49.0,6.0,14.0,76,0
2015-03-11 12:42:53,0,0,23.0,1,3,92.0,8.0,19.0,74,0
2015-03-11 12:47:53,0,3,19.0,1,2,60.0,5.0,11.0,69,0
2015-03-11 12:52:53,1,2,24.0,2,5,86.0,4.0,16.0,52,0
2015-03-11 12:57:53,0,13,24.0,9,8,114.0,12.0,14.0,95,2
2015-03-11 13:02:53,0,3,27.0,4,14,85.0,5.0,27.0,75,3
2015-03-11 13:07:53,3,7,27.0,3,4,61.0,12.0,27.0,71,4
2015-03-11 13:12:53,0,4,31.0,2,7,57.0,7.0,23.0,78,3
2015-03-11 13:17:53,0,3,18.0,2,4,48.0,9.0,7.0,98,6
2015-03-11 13:22:53,0,1,15.0,4,2,72.0,10.0,14.0,90,3
2015-03-11 13:27:53,0,4,122.0,2,4,57.0,12.0,12.0,77,0
2015-03-11 13:32:53,0,5,74.0,4,4,60.0,4.0,12.0,88,2
2015-03-11 13:37:53,0,6,59.0,1,9,57.0,12.0,17.0,120,5
2015-03-11 13:42:53,0,2,41.0,0,6,51.0,9.0,28.0,99,0
2015-03-11 13:47:53,0,6,42.0,2,5,59.0,9.0,24.0,109,0
2015-03-11 13:52:53,0,2,40.0,2,2,58.0,13.0,21.0,104,1
2015-03-11 13:57:53,0,8,44.0,4,11,82.0,10.0,25.0,132,1
2015-03-11 14:02:53,0,6,44.0,2,12,67.0,10.0,23.0,96,1
2015-03-11 14:07:53,0,4,29.0,2,14,81.0,5.0,28.0,137,1
2015-03-11 14:12:53,0,4,47.0,2,7,78.0,19.0,23.0,129,3
2015-03-11 14:17:53,0,6,32.0,2,7,65.0,10.0,46.0,113,0
2015-03-11 14:22:53,0,2,35.0,1,8,66.0,10.0,25.0,116,3
2015-03-11 14:27:53,1,5,36.0,8,11,41.0,25.0,34.0,105,3
2015-03-11 14:32:53,0,8,30.0,3,12,53.0,35.0,32.0,103,2
2015-03-11 14:37:53,2,8,28.0,2,7,155.0,58.0,22.0,115,0
2015-03-11 14:42:53,1,4,20.0,3,12,117.0,36.0,27.0,110,1
2015-03-11 14:47:53,2,4,18.0,4,11,103.0,27.0,19.0,117,2
2015-03-11 14:52:53,1,0,27.0,1,12,103.0,12.0,10.0,108,0
2015-03-11 14:57:53,0,7,25.0,4,12,88.0,14.0,27.0,95,1
2015-03-11 15:02:53,1,2,33.0,7,18,79.0,9.0,15.0,88,0
2015-03-11 15:07:53,2,6,24.0,7,10,50.0,16.0,26.0,120,2
2015-03-11 15:12:53,2,2,32.0,4,7,61.0,12.0,39.0,118,2
2015-03-11 15:17:53,1,3,30.0,2,7,79.0,20.0,31.0,120,2
2015-03-11 15:22:53,1,6,16.0,4,3,60.0,21.0,26.0,87,2
2015-03-11 15:27:53,0,8,28.0,8,8,60.0,8.0,14.0,105,4
2015-03-11 15:32:53,4,6,23.0,2,9,67.0,11.0,22.0,105,2
2015-03-11 15:37:53,4,3,28.0,9,10,64.0,17.0,20.0,122,3
2015-03-11 15:42:53,5,6,29.0,3,5,63.0,17.0,15.0,139,5
2015-03-11 15:47:53,2,7,35.0,6,3,63.0,13.0,28.0,98,4
2015-03-11 15:52:53,1,3,29.0,4,6,71.0,8.0,24.0,130,5
2015-03-11 15:57:53,0,7,38.0,4,7,68.0,7.0,30.0,111,6
2015-03-11 16:02:53,0,4,37.0,5,6,62.0,10.0,22.0,97,0
2015-03-11 16:07:53,0,4,31.0,4,5,64.0,8.0,22.0,95,6
2015-03-11 16:12:53,0,12,29.0,5,11,72.0,12.0,20.0,94,4
2015-03-11 16:17:53,1,7,17.0,7,18,48.0,13.0,11.0,109,1
2015-03-11 16:22:53,0,2,31.0,5,11,41.0,10.0,30.0,79,3
2015-03-11 16:27:53,0,3,30.0,7,16,74.0,8.0,27.0,100,2
2015-03-11 16:32:53,1,4,34.0,11,6,57.0,16.0,21.0,84,0
2015-03-11 16:37:53,0,3,34.0,5,9,47.0,10.0,14.0,93,1
2015-03-11 16:42:53,2,3,23.0,5,14,76.0,4.0,17.0,112,0
2015-03-11 16:47:53,0,7,23.0,7,8,58.0,5.0,20.0,100,3
2015-03-11 16:52:53,0,6,39.0,2,7,75.0,8.0,32.0,123,0
2015-03-11 16:57:53,1,6,29.0,3,11,70.0,4.0,23.0,172,5
2015-03-11 17:02:53,0,8,29.0,12,4,69.0,10.0,20.0,186,1
2015-03-11 17:07:53,0,6,27.0,10,4,68.0,7.0,20.0,139,3
2015-03-11 17:12:53,0,9,31.0,6,14,65.0,8.0,15.0,135,1
2015-03-11 17:17:53,2,6,28.0,4,1,37.0,6.0,23.0,145,0
2015-03-11 17:22:53,1,5,12.0,4,6,59.0,7.0,35.0,119,0
2015-03-11 17:27:53,0,9,37.0,7,9,66.0,14.0,41.0,150,0
2015-03-11 17:32:53,3,10,27.0,1,15,46.0,12.0,36.0,113,2
2015-03-11 17:37:53,0,9,40.0,5,10,58.0,4.0,28.0,95,0
2015-03-11 17:42:53,0,4,30.0,4,5,78.0,10.0,26.0,113,3
2015-03-11 17:47:53,1,4,50.0,6,12,63.0,15.0,16.0,114,0
2015-03-11 17:52:53,0,5,56.0,10,6,68.0,7.0,26.0,108,1
2015-03-11 17:57:53,1,4,64.0,9,9,85.0,11.0,45.0,100,2
2015-03-11 18:02:53,1,2,49.0,8,13,77.0,8.0,30.0,106,0
2015-03-11 18:07:53,0,2,59.0,6,11,83.0,7.0,26.0,120,2
2015-03-11 18:12:53,0,8,48.0,2,10,69.0,7.0,16.0,185,2
2015-03-11 18:17:53,1,2,34.0,6,3,71.0,8.0,20.0,256,1
2015-03-11 18:22:53,0,3,29.0,3,7,61.0,12.0,23.0,210,2
2015-03-11 18:27:53,0,9,30.0,5,7,73.0,11.0,32.0,108,2
2015-03-11 18:32:53,0,7,39.0,5,6,59.0,9.0,24.0,112,6
2015-03-11 18:37:53,0,7,89.0,4,3,86.0,11.0,31.0,123,0
2015-03-11 18:42:53,0,7,56.0,3,8,104.0,13.0,36.0,121,2
2015-03-11 18:47:53,0,6,42.0,5,8,104.0,9.0,30.0,134,0
2015-03-11 18:52:53,1,4,46.0,2,8,65.0,19.0,22.0,90,0
2015-03-11 18:57:53,1,8,47.0,7,4,55.0,15.0,19.0,106,2
2015-03-11 19:02:53,0,3,36.0,3,3,96.0,9.0,25.0,105,3
2015-03-11 19:07:53,0,8,35.0,3,5,83.0,9.0,12.0,109,1
2015-03-11 19:12:53,0,13,20.0,7,4,76.0,7.0,12.0,112,3
2015-03-11 19:17:53,0,8,19.0,6,6,105.0,10.0,19.0,98,4
2015-03-11 19:22:53,0,4,29.0,4,7,64.0,8.0,19.0,122,2
2015-03-11 19:27:53,0,3,29.0,4,7,80.0,13.0,28.0,88,0
2015-03-11 19:32:53,1,5,36.0,6,1,48.0,7.0,14.0,97,0
2015-03-11 19:37:53,1,6,22.0,0,13,56.0,11.0,15.0,131,0
2015-03-11 19:42:53,0,2,54.0,2,12,64.0,3.0,15.0,99,0
2015-03-11 19:47:53,0,6,41.0,1,13,60.0,9.0,20.0,125,3
2015-03-11 19:52:53,0,4,30.0,2,5,97.0,11.0,22.0,97,2
2015-03-11 19:57:53,2,7,36.0,2,16,109.0,9.0,26.0,142,3
2015-03-11 20:02:53,0,3,40.0,2,7,70.0,11.0,22.0,92,1
2015-03-11 20:07:53,0,5,43.0,3,3,63.0,7.0,18.0,91,1
2015-03-11 20:12:53,0,12,28.0,4,4,58.0,9.0,11.0,78,1
2015-03-11 20:17:53,0,8,43.0,2,5,59.0,21.0,15.0,91,0
2015-03-11 20:22:53,0,1,24.0,2,9,71.0,9.0,13.0,68,0
2015-03-11 20:27:53,0,1,27.0,2,6,71.0,9.0,22.0,81,1
2015-03-11 20:32:53,1,3,28.0,0,7,69.0,1.0,16.0,88,0
2015-03-11 20:37:53,0,2,19.0,2,7,52.0,6.0,14.0,74,1
2015-03-11 20:42:53,0,1,39.0,2,8,52.0,6.0,24.0,61,1
2015-03-11 20:47:53,1,2,56.0,8,8,61.0,10.0,30.0,69,0
2015-03-11 20:52:53,1,8,36.0,1,7,60.0,9.0,22.0,57,0
2015-03-11 20:57:53,1,1,36.0,5,12,1673.0,8.0,27.0,63,1
2015-03-11 21:02:53,3,3,28.0,4,13,372.0,8.0,34.0,63,2
2015-03-11 21:07:53,0,7,33.0,2,6,191.0,6.0,30.0,84,1
2015-03-11 21:12:53,2,6,34.0,3,7,130.0,14.0,24.0,56,0
2015-03-11 21:17:53,0,6,23.0,1,6,138.0,4.0,18.0,66,2
2015-03-11 21:22:53,0,6,16.0,4,10,108.0,8.0,14.0,66,1
2015-03-11 21:27:53,0,3,27.0,4,7,106.0,15.0,14.0,63,0
2015-03-11 21:32:53,1,3,24.0,0,7,83.0,9.0,20.0,74,0
2015-03-11 21:37:53,0,1,27.0,1,5,105.0,7.0,14.0,79,0
2015-03-11 21:42:53,0,2,23.0,4,4,94.0,8.0,15.0,49,0
2015-03-11 21:47:53,0,3,24.0,3,4,77.0,11.0,21.0,57,1
2015-03-11 21:52:53,0,3,18.0,6,11,162.0,10.0,11.0,33,0
2015-03-11 21:57:53,0,6,39.0,3,16,157.0,12.0,16.0,61,0
2015-03-11 22:02:53,2,3,18.0,4,4,97.0,4.0,19.0,39,0
2015-03-11 22:07:53,0,4,12.0,0,8,97.0,10.0,11.0,35,0
2015-03-11 22:12:53,1,9,24.0,7,8,79.0,5.0,13.0,35,2
2015-03-11 22:17:53,0,4,39.0,0,9,77.0,4.0,11.0,53,0
2015-03-11 22:22:53,0,4,34.0,5,6,78.0,10.0,17.0,54,0
2015-03-11 22:27:53,1,8,32.0,3,3,73.0,8.0,23.0,54,0
2015-03-11 22:32:53,0,4,32.0,3,6,68.0,9.0,29.0,47,1
2015-03-11 22:37:53,0,6,18.0,2,4,68.0,7.0,13.0,54,1
2015-03-11 22:42:53,1,5,22.0,3,3,74.0,6.0,17.0,69,1
2015-03-11 22:47:53,0,1,17.0,4,2,83.0,11.0,9.0,61,0
2015-03-11 22:52:53,0,1,21.0,2,3,74.0,11.0,17.0,59,0
2015-03-11 22:57:53,2,3,27.0,2,4,71.0,10.0,20.0,58,2
2015-03-11 23:02:53,0,2,21.0,4,4,66.0,7.0,17.0,53,0
2015-03-11 23:07:53,1,11,22.0,1,7,71.0,7.0,26.0,50,4
2015-03-11 23:12:53,0,14,12.0,5,6,76.0,12.0,18.0,41,0
2015-03-11 23:17:53,0,11,22.0,6,9,61.0,9.0,11.0,44,1
2015-03-11 23:22:53,0,8,11.0,2,2,52.0,5.0,19.0,37,2
2015-03-11 23:27:53,0,3,17.0,2,4,53.0,5.0,18.0,48,1
2015-03-11 23:32:53,0,2,20.0,1,6,73.0,3.0,13.0,36,0
2015-03-11 23:37:53,0,1,16.0,1,4,63.0,5.0,11.0,41,2
2015-03-11 23:42:53,0,2,17.0,2,5,69.0,4.0,7.0,48,0
2015-03-11 23:47:53,1,6,13.0,1,9,58.0,2.0,10.0,55,0
2015-03-11 23:52:53,0,5,16.0,3,8,80.0,6.0,8.0,31,0
2015-03-11 23:57:53,0,5,50.0,6,11,89.0,10.0,15.0,48,1
2015-03-12 00:02:53,1,5,21.0,2,6,71.0,7.0,15.0,61,0
2015-03-12 00:07:53,0,6,29.0,75,5,73.0,4.0,9.0,66,0
2015-03-12 00:12:53,0,9,31.0,179,4,68.0,4.0,12.0,40,0
2015-03-12 00:17:53,0,14,25.0,179,2,71.0,6.0,10.0,54,0
2015-03-12 00:22:53,2,5,19.0,172,4,67.0,5.0,7.0,70,0
2015-03-12 00:27:53,2,1,17.0,127,4,67.0,3.0,9.0,72,0
2015-03-12 00:32:53,0,0,15.0,84,4,75.0,8.0,11.0,34,1
2015-03-12 00:37:53,0,1,22.0,37,1,73.0,3.0,5.0,54,0
2015-03-12 00:42:53,0,2,15.0,12,3,76.0,9.0,11.0,37,0
2015-03-12 00:47:53,0,1,9.0,16,6,55.0,5.0,9.0,29,0
2015-03-12 00:52:53,2,2,15.0,8,2,49.0,44.0,8.0,77,0
2015-03-12 00:57:53,0,4,21.0,11,12,64.0,134.0,14.0,84,0
2015-03-12 01:02:53,0,1,22.0,13,7,89.0,3.0,8.0,56,0
2015-03-12 01:07:53,0,2,7.0,12,5,57.0,9.0,11.0,57,0
2015-03-12 01:12:53,0,0,21.0,17,2,61.0,6.0,6.0,61,1
2015-03-12 01:17:53,0,2,18.0,11,2,57.0,4.0,10.0,53,0
2015-03-12 01:22:53,1,0,17.0,3,1,40.0,0.0,18.0,52,2
2015-03-12 01:27:53,0,1,15.0,4,7,72.0,4.0,12.0,51,1
2015-03-12 01:32:53,1,3,14.0,5,5,46.0,7.0,11.0,81,1
2015-03-12 01:37:53,1,3,15.0,5,7,49.0,3.0,5.0,59,0
2015-03-12 01:42:53,0,0,13.0,2,6,50.0,4.0,12.0,44,0
2015-03-12 01:47:53,0,4,12.0,2,9,50.0,3.0,6.0,45,0
2015-03-12 01:52:53,0,0,28.0,4,1,73.0,3.0,12.0,43,0
2015-03-12 01:57:53,0,2,24.0,2,4,65.0,9.0,12.0,50,0
2015-03-12 02:02:53,0,5,8.0,0,8,73.0,6.0,18.0,41,0
2015-03-12 02:07:53,2,1,15.0,0,3,65.0,2.0,8.0,51,1
2015-03-12 02:12:53,0,3,12.0,2,4,104.0,4.0,16.0,43,1
2015-03-12 02:17:53,0,8,16.0,2,0,71.0,6.0,22.0,52,0
2015-03-12 02:22:53,0,2,18.0,3,4,47.0,9.0,14.0,42,0
2015-03-12 02:27:53,1,6,18.0,1,3,76.0,5.0,14.0,46,0
2015-03-12 02:32:53,1,2,9.0,4,2,68.0,6.0,5.0,34,0
2015-03-12 02:37:53,0,3,10.0,1,3,51.0,3.0,7.0,45,0
2015-03-12 02:42:53,1,2,23.0,1,3,70.0,2.0,14.0,45,0
2015-03-12 02:47:53,0,5,14.0,1,0,46.0,5.0,10.0,36,0
2015-03-12 02:52:53,0,4,19.0,1,3,64.0,5.0,4.0,26,0
2015-03-12 02:57:53,0,1,14.0,6,2,56.0,9.0,11.0,47,1
2015-03-12 03:02:53,0,3,17.0,0,5,42.0,5.0,10.0,42,0
2015-03-12 03:07:53,0,1,13.0,1,5,35.0,2.0,11.0,45,1
2015-03-12 03:12:53,0,1,3.0,1,20,48.0,3.0,7.0,40,0
2015-03-12 03:17:53,0,0,6.0,2,1,76.0,1.0,11.0,34,0
2015-03-12 03:22:53,1,2,19.0,2,1,68.0,4.0,9.0,43,0
2015-03-12 03:27:53,1,4,9.0,2,2,67.0,1.0,8.0,29,1
2015-03-12 03:32:53,0,1,6.0,1,0,62.0,2.0,7.0,37,0
2015-03-12 03:37:53,0,3,11.0,1,0,58.0,0.0,5.0,37,0
2015-03-12 03:42:53,0,2,14.0,0,1,48.0,5.0,6.0,35,1
2015-03-12 03:47:53,1,4,14.0,2,4,53.0,5.0,13.0,40,0
2015-03-12 03:52:53,0,3,11.0,3,0,52.0,4.0,9.0,34,0
2015-03-12 03:57:53,0,1,16.0,1,2,52.0,7.0,13.0,41,0
2015-03-12 04:02:53,1,1,14.0,0,0,40.0,6.0,13.0,25,1
2015-03-12 04:07:53,0,0,14.0,1,1,40.0,3.0,10.0,28,0
2015-03-12 04:12:53,1,0,22.0,0,1,38.0,6.0,3.0,28,0
2015-03-12 04:17:53,0,3,7.0,1,1,41.0,2.0,7.0,30,0
2015-03-12 04:22:53,0,1,21.0,1,3,37.0,2.0,6.0,24,0
2015-03-12 04:27:53,0,0,17.0,76,2,50.0,2.0,10.0,29,0
2015-03-12 04:32:53,1,0,7.0,93,0,40.0,2.0,7.0,13,0
2015-03-12 04:37:53,0,1,7.0,38,1,35.0,1.0,4.0,22,0
2015-03-12 04:42:53,0,0,9.0,29,0,69.0,1.0,6.0,23,0
2015-03-12 04:47:53,0,2,15.0,15,0,55.0,6.0,4.0,22,0
2015-03-12 04:52:53,0,2,10.0,19,0,53.0,3.0,7.0,25,0
2015-03-12 04:57:53,0,0,21.0,13,0,52.0,1.0,3.0,21,1
2015-03-12 05:02:53,0,2,11.0,13,1,41.0,2.0,6.0,18,0
2015-03-12 05:07:53,0,1,7.0,8,0,37.0,5.0,4.0,36,0
2015-03-12 05:12:53,0,1,6.0,8,3,46.0,8.0,2.0,30,3
2015-03-12 05:17:53,0,4,15.0,3,0,49.0,0.0,5.0,22,0
2015-03-12 05:22:53,1,2,8.0,4,0,36.0,4.0,5.0,16,0
2015-03-12 05:27:53,0,0,1.0,0,0,0.0,0.0,0.0,0,0
2015-03-12 05:32:53,0,0,0.0,0,0,0.0,0.0,0.0,0,0
2015-03-12 05:37:53,0,0,2.0,1,0,7.0,0.0,1.0,1,0
2015-03-12 05:42:53,0,0,13.0,6,1,53.0,11.0,5.0,13,1
2015-03-12 05:47:53,0,1,7.0,3,0,55.0,10.0,4.0,25,0
2015-03-12 05:52:53,0,1,6.0,4,2,71.0,1.0,4.0,29,0
2015-03-12 05:57:53,0,1,16.0,2,2,33.0,2.0,6.0,16,1
2015-03-12 06:02:53,0,0,9.0,1,3,40.0,1.0,7.0,25,1
2015-03-12 06:07:53,0,1,21.0,2,2,32.0,0.0,9.0,12,0
2015-03-12 06:12:53,0,0,12.0,5,0,55.0,5.0,5.0,17,0
2015-03-12 06:17:53,0,0,13.0,7,0,30.0,0.0,10.0,20,0
2015-03-12 06:22:53,0,0,4.0,4,0,33.0,3.0,19.0,20,0
2015-03-12 06:27:53,0,1,12.0,3,2,41.0,0.0,7.0,23,0
2015-03-12 06:32:53,0,0,9.0,3,0,29.0,0.0,20.0,25,0
2015-03-12 06:37:53,0,2,15.0,5,0,42.0,4.0,11.0,21,1
2015-03-12 06:42:53,0,0,8.0,1,1,46.0,4.0,7.0,17,0
2015-03-12 06:47:53,0,0,15.0,0,3,36.0,4.0,11.0,17,0
2015-03-12 06:52:53,0,0,13.0,5,4,49.0,5.0,8.0,22,0
2015-03-12 06:57:53,0,0,14.0,0,2,49.0,1.0,4.0,28,0
2015-03-12 07:02:53,0,2,9.0,1,2,20.0,1.0,5.0,20,0
2015-03-12 07:07:53,0,1,15.0,1,2,25.0,2.0,23.0,23,1
2015-03-12 07:12:53,1,1,10.0,1,3,49.0,9.0,9.0,19,2
2015-03-12 07:17:53,0,0,8.0,0,2,59.0,1.0,13.0,19,0
2015-03-12 07:22:53,0,1,8.0,1,1,38.0,3.0,8.0,15,0
2015-03-12 07:27:53,0,1,20.0,2,3,46.0,4.0,10.0,11,0
2015-03-12 07:32:53,0,3,21.0,2,2,50.0,1.0,9.0,26,0
2015-03-12 07:37:53,2,0,20.0,0,1,44.0,3.0,13.0,20,0
2015-03-12 07:42:53,0,1,11.0,2,2,35.0,5.0,14.0,15,1
2015-03-12 07:47:53,0,3,9.0,2,7,31.0,12.0,12.0,5,0
2015-03-12 07:52:53,0,1,11.0,0,3,40.0,5.0,12.0,20,0
2015-03-12 07:57:53,0,3,18.0,0,1,47.0,3.0,4.0,19,0
2015-03-12 08:02:53,0,3,20.0,1,3,44.0,1.0,8.0,21,0
2015-03-12 08:07:53,0,0,13.0,0,2,37.0,4.0,9.0,14,1
2015-03-12 08:12:53,0,0,10.0,3,2,51.0,4.0,3.0,23,0
2015-03-12 08:17:53,1,4,11.0,0,2,49.0,9.0,8.0,10,0
2015-03-12 08:22:53,0,0,13.0,0,4,25.0,3.0,5.0,17,0
2015-03-12 08:27:53,0,1,12.0,0,0,44.0,5.0,12.0,10,0
2015-03-12 08:32:53,0,0,11.0,1,3,39.0,6.0,3.0,16,0
2015-03-12 08:37:53,0,2,19.0,1,3,35.0,6.0,6.0,17,0
2015-03-12 08:42:53,0,0,15.0,2,4,50.0,10.0,5.0,20,0
2015-03-12 08:47:53,0,0,18.0,1,2,50.0,10.0,8.0,13,0
2015-03-12 08:52:53,0,0,10.0,1,2,59.0,11.0,7.0,7,0
2015-03-12 08:57:53,0,3,14.0,2,3,55.0,7.0,21.0,21,0
2015-03-12 09:02:53,0,5,27.0,0,1,42.0,7.0,6.0,11,1
2015-03-12 09:07:53,0,2,50.0,1,3,52.0,2.0,16.0,23,1
2015-03-12 09:12:53,0,0,24.0,3,2,49.0,8.0,8.0,10,1
2015-03-12 09:17:53,0,2,11.0,2,3,37.0,5.0,10.0,19,1
2015-03-12 09:22:53,0,0,2.0,0,0,7.0,0.0,2.0,0,0
2015-03-12 09:27:53,0,0,4.0,0,0,3.0,1.0,1.0,2,0
2015-03-12 09:32:53,0,0,9.0,0,1,29.0,9.0,0.0,16,0
2015-03-12 09:37:53,0,0,9.0,1,6,47.0,5.0,7.0,17,1
2015-03-12 09:42:53,0,1,15.0,0,7,36.0,4.0,9.0,23,1
2015-03-12 09:47:53,0,3,11.0,2,10,37.0,6.0,8.0,26,0
2015-03-12 09:52:53,0,4,9.0,0,6,73.0,3.0,8.0,18,4
2015-03-12 09:57:53,0,0,19.0,0,6,66.0,15.0,11.0,37,5
2015-03-12 10:02:53,0,2,22.0,3,2,50.0,7.0,10.0,28,1
2015-03-12 10:07:53,0,1,23.0,1,1,58.0,6.0,11.0,23,1
2015-03-12 10:12:53,0,4,11.0,0,3,50.0,6.0,8.0,20,0
2015-03-12 10:17:53,0,10,25.0,3,4,62.0,8.0,8.0,11,0
2015-03-12 10:22:53,2,3,25.0,7,2,48.0,7.0,9.0,11,0
2015-03-12 10:27:53,0,1,19.0,2,3,61.0,3.0,10.0,21,0
2015-03-12 10:32:53,0,4,20.0,0,3,33.0,8.0,10.0,18,0
2015-03-12 10:37:53,2,4,23.0,3,2,30.0,8.0,20.0,25,0
2015-03-12 10:42:53,0,1,23.0,0,2,36.0,9.0,13.0,22,1
2015-03-12 10:47:53,0,1,16.0,1,4,57.0,6.0,10.0,67,2
2015-03-12 10:52:53,0,1,17.0,1,2,33.0,3.0,14.0,21,0
2015-03-12 10:57:53,0,2,21.0,3,3,55.0,4.0,20.0,15,0
2015-03-12 11:02:53,0,0,22.0,6,1,45.0,6.0,13.0,57,4
2015-03-12 11:07:53,0,4,14.0,0,5,64.0,3.0,13.0,29,0
2015-03-12 11:12:53,0,2,18.0,1,4,50.0,6.0,13.0,17,3
2015-03-12 11:17:53,1,2,17.0,0,2,52.0,6.0,11.0,16,4
2015-03-12 11:22:53,2,0,23.0,2,4,78.0,8.0,5.0,13,3
2015-03-12 11:27:53,0,1,16.0,2,2,32.0,4.0,13.0,16,4
2015-03-12 11:32:53,0,0,25.0,1,3,47.0,2.0,16.0,20,0
2015-03-12 11:37:53,0,2,20.0,3,5,49.0,13.0,17.0,21,1
2015-03-12 11:42:53,0,1,23.0,2,2,60.0,11.0,26.0,22,1
2015-03-12 11:47:53,0,3,14.0,2,2,39.0,7.0,18.0,29,1
2015-03-12 11:52:53,0,4,25.0,1,3,51.0,6.0,12.0,35,0
2015-03-12 11:57:53,0,3,19.0,3,4,42.0,4.0,19.0,33,2
2015-03-12 12:02:53,0,1,21.0,0,7,51.0,11.0,17.0,29,1
2015-03-12 12:07:53,0,3,18.0,3,3,46.0,3.0,7.0,28,2
2015-03-12 12:12:53,1,5,14.0,91,4,64.0,7.0,8.0,30,3
2015-03-12 12:17:53,0,3,11.0,163,5,70.0,6.0,20.0,30,1
2015-03-12 12:22:53,0,4,17.0,161,7,59.0,6.0,10.0,49,1
2015-03-12 12:27:53,2,5,26.0,156,5,55.0,6.0,21.0,27,3
2015-03-12 12:32:53,0,4,35.0,126,7,66.0,8.0,11.0,16,0
2015-03-12 12:37:53,0,5,25.0,88,6,67.0,4.0,20.0,29,0
2015-03-12 12:42:53,2,0,19.0,44,1,72.0,55.0,19.0,26,0
2015-03-12 12:47:53,1,3,14.0,8,7,74.0,61.0,11.0,40,0
2015-03-12 12:52:53,0,3,23.0,8,3,69.0,51.0,18.0,33,1
2015-03-12 12:57:53,0,2,30.0,6,3,70.0,25.0,21.0,56,3
2015-03-12 13:02:53,3,3,38.0,6,16,38.0,4.0,13.0,58,1
2015-03-12 13:07:53,0,5,21.0,21,5,51.0,10.0,19.0,42,1
2015-03-12 13:12:53,0,10,12.0,13,19,41.0,9.0,13.0,42,1
2015-03-12 13:17:53,0,6,29.0,12,6,59.0,6.0,18.0,36,0
2015-03-12 13:22:53,2,6,20.0,7,2,74.0,8.0,17.0,56,3
2015-03-12 13:27:53,1,6,29.0,12,4,56.0,10.0,17.0,46,0
2015-03-12 13:32:53,1,7,27.0,8,3,39.0,10.0,54.0,49,0
2015-03-12 13:37:53,0,3,13.0,9,6,74.0,10.0,44.0,43,1
2015-03-12 13:42:53,0,4,14.0,9,7,94.0,7.0,47.0,52,1
2015-03-12 13:47:53,0,4,23.0,4,4,73.0,8.0,35.0,51,2
2015-03-12 13:52:53,0,6,19.0,7,5,45.0,9.0,54.0,28,3
2015-03-12 13:57:53,0,4,20.0,13,7,72.0,18.0,42.0,73,3
2015-03-12 14:02:53,1,4,37.0,13,4,41.0,17.0,38.0,59,0
2015-03-12 14:07:53,1,9,27.0,9,6,45.0,14.0,35.0,36,0
2015-03-12 14:12:53,0,9,29.0,9,6,83.0,7.0,35.0,49,0
2015-03-12 14:17:53,0,2,29.0,5,4,48.0,8.0,40.0,100,1
2015-03-12 14:22:53,0,4,33.0,7,1,70.0,5.0,37.0,105,5
2015-03-12 14:27:53,1,4,30.0,6,8,98.0,10.0,39.0,68,1
2015-03-12 14:32:53,0,5,35.0,5,4,52.0,13.0,34.0,55,2
2015-03-12 14:37:53,0,4,29.0,2,10,53.0,13.0,55.0,46,0
2015-03-12 14:42:53,0,2,26.0,2,6,108.0,7.0,56.0,48,0
2015-03-12 14:47:53,0,2,29.0,5,9,68.0,7.0,53.0,52,4
2015-03-12 14:52:53,0,2,27.0,2,7,65.0,8.0,37.0,56,1
2015-03-12 14:57:53,0,7,37.0,9,9,113.0,13.0,28.0,38,2
2015-03-12 15:02:53,1,6,30.0,3,9,63.0,6.0,23.0,46,2
2015-03-12 15:07:53,2,10,25.0,6,10,58.0,10.0,17.0,50,0
2015-03-12 15:12:53,2,6,29.0,8,6,103.0,10.0,18.0,38,2
2015-03-12 15:17:53,1,5,24.0,5,6,54.0,10.0,17.0,55,1
2015-03-12 15:22:53,0,4,24.0,6,5,45.0,3.0,21.0,34,1
2015-03-12 15:27:53,0,3,27.0,4,12,88.0,15.0,26.0,44,0
2015-03-12 15:32:53,1,5,34.0,0,10,68.0,9.0,31.0,45,2
2015-03-12 15:37:53,0,10,17.0,2,7,64.0,10.0,59.0,49,3
2015-03-12 15:42:53,1,3,25.0,1,9,66.0,8.0,38.0,33,1
2015-03-12 15:47:53,1,4,17.0,3,6,83.0,12.0,23.0,57,3
2015-03-12 15:52:53,1,5,30.0,9,8,68.0,10.0,25.0,56,4
2015-03-12 15:57:53,1,1,34.0,8,7,80.0,9.0,24.0,57,3
2015-03-12 16:02:53,0,3,23.0,8,5,69.0,4.0,25.0,29,8
2015-03-12 16:07:53,0,5,26.0,6,6,65.0,8.0,14.0,34,3
2015-03-12 16:12:53,0,11,29.0,2,5,54.0,9.0,75.0,32,0
